"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 09 13:36:16 IST 2024","Tue Apr 09 13:36:17 IST 2024","997","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqin_ml","TestInspectionMultiProductionProtocolSqinMl","","","Create Inspection on Equipment & Validate the Nitrosamine Residue Verification Chemical Sampleswhen surface area is sqin and volume is ml","This test case tests API to create an inspection on equipment and validate the nitrosamine residue verification chemical samples when surface area is sqin and volume is ml"
"passed","Tue Apr 09 14:41:17 IST 2024","Tue Apr 09 14:41:22 IST 2024","4478","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test ProductWise All Criteria SAL of Productions on Equipments","This test case tests Production wise SAL when All Criteria in Policy is selected for all production mapped to Equipment"
"broken","Tue Apr 09 13:21:38 IST 2024","Tue Apr 09 13:21:39 IST 2024","1325","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samples","This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples"
"passed","Tue Apr 09 12:55:38 IST 2024","Tue Apr 09 12:55:53 IST 2024","14909","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mg"
"skipped","Tue Apr 09 13:04:13 IST 2024","Tue Apr 09 13:04:13 IST 2024","0","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test SAL of Production(API) for All Criteria in API Facility","This test case tests SAL when All Criteria in Policy is selected for each Equipment mapped to Production in API Facility"
"skipped","Tue Apr 09 12:56:31 IST 2024","Tue Apr 09 12:56:31 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production for Intermediate","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg/ml"
"passed","Tue Apr 09 13:32:28 IST 2024","Tue Apr 09 13:32:47 IST 2024","19283","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqin_l","TestInspectionMultiProductionProtocolSqinl","","","Create Inspection on Equipment & Validate the Endotoxin Residue Verification Endotoxin Samplesfor surface area sqin and volume as l","This test case tests API to create an inspection on equipment and validate the Endotoxin residue verification Endotoxin samples for surface area sqin and volume as l"
"passed","Tue Apr 09 13:00:25 IST 2024","Tue Apr 09 13:00:35 IST 2024","10687","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is ug & default surface area is sqin"
"passed","Tue Apr 09 12:52:30 IST 2024","Tue Apr 09 12:52:35 IST 2024","4922","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ppm"
"failed","Tue Apr 09 14:11:00 IST 2024","Tue Apr 09 14:11:01 IST 2024","1177","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Protocol Endotoxin residue verification when select zero in microbial policy on sample limit and summary page","This test case tests API to Validate the absent on sample limits of Protocol Endotoxin residue verification when select zero in microbial policy on sample limit and summary page"
"passed","Tue Apr 09 14:19:17 IST 2024","Tue Apr 09 14:19:18 IST 2024","778","tests.unit.quick_actions","test_quick_action_add_equipment","TestAddNewEquipment","","","Archive the Equipment","This method is use to archive the equipment"
"passed","Tue Apr 09 13:54:30 IST 2024","Tue Apr 09 13:54:35 IST 2024","5021","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqcm and volume is L"
"failed","Tue Apr 09 13:49:20 IST 2024","Tue Apr 09 13:49:32 IST 2024","11463","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select based on policy for Endotoxin residue verification","This test case tests API to Create Protocol based on policy for endotoxin residue verification when volume is L"
"passed","Tue Apr 09 13:36:15 IST 2024","Tue Apr 09 13:36:16 IST 2024","1042","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqin_ml","TestInspectionMultiProductionProtocolSqinMl","","","Create Inspection on Equipment & Validate the cleaning agent Residue Verification cleaning agent Samples when surface area is sqin and volume is ml","This test case tests API to create an inspection on equipment and validate the cleaning agent residue verification cleaning agent samples when surface area is sqin and volume is ml"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_api_facility","TestApiAuditPortalLimits","","","Validate master data snapshot report for production nitrosamine am mapping","This test case test API to validate the master data snapshot report for production nitrosamine am mapping with excel file data"
"passed","Tue Apr 09 13:03:22 IST 2024","Tue Apr 09 13:03:27 IST 2024","5442","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test Equipment wise SAL for Toxicity Criteria","This test case tests Equipment wise SAL when Toxicity Criteria in Policy is selected for each Equipment mapped to Production"
"passed","Tue Apr 09 13:50:20 IST 2024","Tue Apr 09 13:50:28 IST 2024","8122","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for bioburden residue verification for non split select custom for direct and based on policy for indirect","This test case tests API to Create Protocol bioburden residue verification for non split when select custom for direct and based on policy for indirect"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_api_facility","TestApiAuditPortalLimits","","","Validate master data snapshot report for nitrosamine","This test case test API to validate the master data snapshot report for nitrosamine with excel file data"
"skipped","Tue Apr 09 13:01:12 IST 2024","Tue Apr 09 13:01:12 IST 2024","0","tests.scenarios","test_fixed_sample_limit","TestFixedSampleLimitsProduction","","","Test SAL for productions mapped to equipment for fixed sample limit","This test case tests SAL limits of intermediate production mapped to equipment when fixed sample limit for Intermediate is set"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for Equipment Group","This test case test API to validate the master data snapshot report for Equipment Group with excel file data"
"passed","Tue Apr 09 12:54:41 IST 2024","Tue Apr 09 12:55:03 IST 2024","21781","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse sample limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production for formulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On"
"passed","Tue Apr 09 13:58:07 IST 2024","Tue Apr 09 13:58:14 IST 2024","6995","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when cleaning agent sal for cleaning agent residue verification","This test case tests API to Validate the samples when cleaning agent sal for cleaning agent residue verification and based on policy for indirect"
"passed","Tue Apr 09 13:53:28 IST 2024","Tue Apr 09 13:53:36 IST 2024","7501","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal and custom bacterial of indirect"
"passed","Tue Apr 09 12:52:35 IST 2024","Tue Apr 09 12:52:47 IST 2024","11593","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mg/ml"
"passed","Tue Apr 09 13:54:35 IST 2024","Tue Apr 09 13:54:40 IST 2024","4914","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for split when select based on policy for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqm and volume is L"
"skipped","Tue Apr 09 14:42:50 IST 2024","Tue Apr 09 14:42:50 IST 2024","0","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test SAL of Production on Equipments for Default Criteria in API Facility","This test case tests SAL when Default Criteria in Policy is selected for all production mapped to Equipment in API Facility"
"passed","Tue Apr 09 14:19:25 IST 2024","Tue Apr 09 14:19:25 IST 2024","310","tests.unit.user_management","test_user_management","TestUserManagement","","","Add new User with admin role","This test case API to add new user to CLEEN with admin role"
"passed","Tue Apr 09 13:49:56 IST 2024","Tue Apr 09 13:50:10 IST 2024","13885","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol and select based on policy for bioburden residue verification for non split","This test case tests API to Create Protocol based on policy for bioburden residue verification for non split"
"passed","Tue Apr 09 13:56:33 IST 2024","Tue Apr 09 13:56:50 IST 2024","16955","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when select based on policy for direct/indirect endotoxin residue verification","This test case tests API to Validate the samples when select based on policy for direct & indirect endotoxin residue verification"
"passed","Tue Apr 09 12:58:07 IST 2024","Tue Apr 09 12:58:22 IST 2024","15184","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when only toxicity criteria is selected & default surface area is sqm"
"failed","Tue Apr 09 14:12:03 IST 2024","Tue Apr 09 14:12:05 IST 2024","1604","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab samples for non-split","This test case tests API to Validate the absent on sample limit and summary page of Protocol microbial Endotoxin residue verification when select zero in microbial policy for room grade swab samples for non-split"
"passed","Tue Apr 09 13:55:50 IST 2024","Tue Apr 09 13:56:01 IST 2024","11432","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when cleaning agent sal for cleaning agent residue verification","This test case tests API to Validate the samples when cleaning agent sal for cleaning agent residue verification and based on policy for indirect"
"skipped","Tue Apr 09 12:56:31 IST 2024","Tue Apr 09 12:56:31 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production for Intermediate","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in mg"
"passed","Tue Apr 09 14:19:10 IST 2024","Tue Apr 09 14:19:10 IST 2024","109","tests.unit.production","test_sample_location","TestSamplingLocation","","","Get Sampling type details","This test case gets details of all sampling type present in facility"
"passed","Tue Apr 09 14:18:59 IST 2024","Tue Apr 09 14:19:00 IST 2024","208","tests.unit.offline_study","test_offline_study","TestOfflineStudy","","","Unarchive offline study","This Test case test API to unarchive the offline study"
"failed","Tue Apr 09 14:11:50 IST 2024","Tue Apr 09 14:11:51 IST 2024","1177","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples for split","This test case tests API to Validate the absent on Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples for split"
"passed","Tue Apr 09 13:09:53 IST 2024","Tue Apr 09 13:10:03 IST 2024","10587","tests.scenarios","test_nitrosamine_limits","TestNitrosamineLimit","","","Test Nitrosamine SAL","This test case test the Nitrosamine sal from list of Production when SalMassUnit is mgdefault surface area is sqin"
"passed","Tue Apr 09 13:55:27 IST 2024","Tue Apr 09 13:55:43 IST 2024","15640","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when Select Lowest SAL on equipment for active residue verification","This test case tests API to validate the samples select Lowest SAL on equipment for active residue verification"
"passed","Tue Apr 09 13:57:32 IST 2024","Tue Apr 09 13:57:52 IST 2024","19578","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when select based on policy for direct/indirect microbial residue verification non split","This test case tests API to Validate the samples when select based on policy for direct/indirect microbial residue verification non split"
"passed","Tue Apr 09 14:19:19 IST 2024","Tue Apr 09 14:19:20 IST 2024","349","tests.unit.settings","test_default_unit","TestDefaultUnits","","","Update One Default Unit","This test case updates details of One Default unit in a Facility"
"passed","Tue Apr 09 14:17:59 IST 2024","Tue Apr 09 14:18:00 IST 2024","976","tests.unit.audit_portal","test_audit_portal","TestAuditPortal","","","Get mapped equipment to production","This test case test API to get all mapped equipment to a production in audit portal"
"passed","Tue Apr 09 14:41:41 IST 2024","Tue Apr 09 14:41:50 IST 2024","9298","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test ProductWise Global Recovery Factor SAL of Productions on Equipments","This test case tests Production wise SAL when Global Recovery Factor is True All Criteria in Policy is selected for each Production mapped to Equipment"
"passed","Tue Apr 09 13:51:23 IST 2024","Tue Apr 09 13:51:30 IST 2024","6835","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for bioburden residue verification for split when select based on policy for indirect bacterial and custom for fungal","This test case tests API to Create Protocol bioburden residue verification for split when select based on policy for indirect bacterial and custom for fungal"
"failed","Tue Apr 09 14:10:58 IST 2024","Tue Apr 09 14:10:59 IST 2024","1145","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split","This test case tests API to Validate the absent on Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split"
"passed","Tue Apr 09 13:55:13 IST 2024","Tue Apr 09 13:55:27 IST 2024","14062","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for split when select custom for fungal & bacterial of direct, and  for bacterial & fungal of Indirect when default surface unit is sqin and volume is L"
"skipped","Tue Apr 09 13:04:13 IST 2024","Tue Apr 09 13:04:13 IST 2024","0","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test SAL of Production(API) for All Criteria in API Facility","This test case tests SAL when All Criteria in Policy is selected for each Equipment mapped to Production in API Facility"
"passed","Tue Apr 09 12:54:15 IST 2024","Tue Apr 09 12:54:27 IST 2024","12460","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mgand default surface area is sqm and Volume is L"
"passed","Tue Apr 09 12:57:22 IST 2024","Tue Apr 09 12:57:46 IST 2024","24057","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when global recovery percentage for all criteria (toxicity,default ARL) criteria is selected and sal unit is mg"
"passed","Tue Apr 09 13:21:39 IST 2024","Tue Apr 09 13:22:03 IST 2024","23911","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & Validate the TOC Residue Verification TOC Samples","This test case tests API to create an inspection on equipment and validate the TOC residue verification TOC samples"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate the equipments limits report","This test test Api to validate the newly generated equipments limits report on audit portal with excel data "
"failed","Tue Apr 09 14:11:16 IST 2024","Tue Apr 09 14:11:17 IST 2024","1107","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Protocol microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page","This test case tests API to Validate the absent on sample limits of Protocol Microbial Endotoxin residue verification when select zero in microbial policy for rinse samples for split on sample limit and summary page"
"failed","Tue Apr 09 14:11:05 IST 2024","Tue Apr 09 14:11:06 IST 2024","1169","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples for split on sample limit and summary page","This test case tests API to Validate the absent on sample limits of Protocol bioburden Endotoxin residue verification when select zero in microbial policy for swab samples for split on sample limit and summary page"
"passed","Tue Apr 09 14:18:54 IST 2024","Tue Apr 09 14:18:55 IST 2024","950","tests.unit.offline_study","test_offline_study","TestOfflineStudy","","","Update offline study details","This Test case test API to update offline study prototype Id & data of approval"
"passed","Tue Apr 09 13:04:02 IST 2024","Tue Apr 09 13:04:07 IST 2024","5506","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test Production wise SAL when Same API to Same API Limits is OFF","This test case tests Production wise SAL when All Criteria Same API to Same API Limits is OFF in Policy is selected for each Equipment mapped to Production"
"passed","Tue Apr 09 12:55:03 IST 2024","Tue Apr 09 12:55:08 IST 2024","5159","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in ppmand default surface area is sqin and Volume is L"
"passed","Tue Apr 09 14:19:23 IST 2024","Tue Apr 09 14:19:24 IST 2024","233","tests.unit.settings.sampling_location_assessment","test_sampling_location_assessment","TestSamplingLocationAssessment","","","Unarchive the assessment attribute","This method is used to unarchive the the assessment attribute in sampling location assessment"
"failed","Tue Apr 09 14:11:18 IST 2024","Tue Apr 09 14:11:19 IST 2024","1167","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Inspection Endotoxin residue verification when select zero in microbial policy","This test case tests API to Validate the absent on sample limits of Inspection Endotoxin residue verification when select zero in microbial policy"
"passed","Tue Apr 09 13:15:59 IST 2024","Tue Apr 09 13:16:44 IST 2024","45169","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspcetion_custom","TestInspectionMultiProductionProtocolCustom","","","Create Inspection on Equipment & Validate the TOC Residue Verification TOC Samples for custom limits","This test case tests API to create an inspection on equipment and validate the TOC residue verification TOC samples for custom limits"
"passed","Tue Apr 09 14:18:39 IST 2024","Tue Apr 09 14:18:40 IST 2024","657","tests.unit.master_data","test_cleaning_procedure_master_data","TestCleaningProcedureMasterData","","","Update the details of any one cleaning procedure from master data","This method is used to update the details of cleaning procedure from master data"
"passed","Tue Apr 09 14:18:43 IST 2024","Tue Apr 09 14:18:44 IST 2024","787","tests.unit.master_data","test_room_grade_master_data","TestRoomGradeMasterData","","","Update the details of any one room grade from master data","This method is used to update the details of room grade from master data"
"passed","Tue Apr 09 14:02:25 IST 2024","Tue Apr 09 14:02:47 IST 2024","21726","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the endotoxin residue verification final summary page","This test case tests API to Create Protocol for endotoxin residue verification and validate the final summary details"
"passed","Tue Apr 09 12:59:00 IST 2024","Tue Apr 09 12:59:14 IST 2024","13945","tests.scenarios","test_cleaning_agent_limit","TestCleaningAgentLimit","","","Test Cleaning agent SAL","This test case test the cleaning agent from list of equipment sal when all criteria is selected (toxicity,default ARL) criteria is selected and sal unit is ug & default surface area is sqm"
"passed","Tue Apr 09 14:07:16 IST 2024","Tue Apr 09 14:08:02 IST 2024","45816","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Submit the protocol to review and approve when the default unit is sqin and ml","This test case tests API to Create Protocol for multi-production protocol and Submit the protocol to review and approve when the default unit is sqin and ml"
"passed","Tue Apr 09 13:04:07 IST 2024","Tue Apr 09 13:04:13 IST 2024","5602","tests.scenarios","test_limit_productions","TestLimitOnProduction","","","Test Equipment wise SAL when Same API to Same API Limits is OFF","This test case tests Equipment wise SAL when All Criteria and Same API to Same API Limits is OFF in Policy is selected for each Equipment mapped to Production"
"passed","Tue Apr 09 14:15:41 IST 2024","Tue Apr 09 14:16:28 IST 2024","47561","tests.scenarios.multi_production_protocol.study","test_study_multi_production_protocol","TestStudyMultiProductionProtocol","","","Create the study from approved protocol","This test case tests API to Create Protocol for multi-production protocol and create the study from approve protocol when surface area is sqm and volume is l"
"passed","Tue Apr 09 12:53:50 IST 2024","Tue Apr 09 12:54:03 IST 2024","12654","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forformulation when all (toxicity, dosage, default) criteria is selected & for active facility when all (toxicity, dosage, default, LD50) and swab & rinse sample unit is in mg/mland default surface area is sqm and Volume is L"
"failed","Tue Apr 09 14:11:29 IST 2024","Tue Apr 09 14:11:30 IST 2024","1603","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the sample limits of Endotoxin residue verification for direct indirect bop","This test case tests API to Create Protocol for Endotoxin residue verification and validate the sample limits when select based on policy for direct and indirect"
"passed","Tue Apr 09 14:19:20 IST 2024","Tue Apr 09 14:19:21 IST 2024","102","tests.unit.settings.cleaning_limit_policies","test_active_cleaning_limit_policy","TestActiveCleaningLimitPolicy","","","Get Cleaning Limit Policy for Actives","This test case Gets details of Cleaning Limit Policy for Actives"
"passed","Tue Apr 09 13:33:20 IST 2024","Tue Apr 09 13:33:50 IST 2024","29833","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection_sqin_l","TestInspectionMultiProductionProtocolSqinl","","","Create Inspection on Equipment & Validate the Microbial Residue Verification Endotoxin Samplesfor surface area sqin and volume as l","This test case tests API to create an inspection on equipment and validate the Microbial residue verification Microbial samples for surface area sqin and volume as l"
"passed","Tue Apr 09 13:45:31 IST 2024","Tue Apr 09 13:45:34 IST 2024","3535","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create protocol active residue verification for direct indirect custom","This test case tests API to create protocol with active residue verification when select custom for both direct and indirect"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_api_facility","TestApiAuditPortalLimits","","","Validate master data snapshot report for Sampling location risk assessment","This test case test API to validate the master data snapshot report for Sampling location risk assessment with excel file data"
"passed","Tue Apr 09 13:57:00 IST 2024","Tue Apr 09 13:57:18 IST 2024","18223","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Validate the samples when select based on policy for direct/indirect bioburden residue verification non split","This test case tests API to Validate the samples when select based on policy for direct/indirect bioburden residue verification non split"
"passed","Tue Apr 09 14:18:04 IST 2024","Tue Apr 09 14:18:05 IST 2024","285","tests.unit.audit_portal","test_audit_portal","TestAuditPortal","","","Download the generated production report","This test case test API to download the generated production limits report from audit portal"
"passed","Tue Apr 09 14:18:40 IST 2024","Tue Apr 09 14:18:40 IST 2024","214","tests.unit.master_data","test_nitrosamine_master_data","TestNitrosamineMasterData","","","Update the details of any one Nitrosamine from master data","This method is used to update the details of Nitrosamine from master data"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_formulation_facility","TestAuditPortalLimits","","","Validate master data snapshot report for cleaning procedure","This test case test API to validate the master data snapshot report for cleaning procedure with excel file data"
"skipped","Tue Apr 09 12:56:31 IST 2024","Tue Apr 09 12:56:31 IST 2024","0","tests.scenarios","test_chemical_sample_limit_production","TestChemicalSampleLimitProduction","","","Test the swab & rinse sample limit of equipment map to production","This test case test the swab & rinse sample limit of equipment map with production forIntermediate and swab & rinse sample unit is in ppmand Upper cap setting for sample limit is On"
"skipped","Tue Apr 09 12:52:28 IST 2024","Tue Apr 09 12:52:28 IST 2024","0","tests.scenarios.audit_portal","test_audit_portal_api_facility","TestApiAuditPortalLimits","","","Validate master data snapshot report for Productions","This test case test API to validate the master data snapshot report for productions with excelfile data"
"passed","Tue Apr 09 14:19:01 IST 2024","Tue Apr 09 14:19:02 IST 2024","297","tests.unit.production","test_equipment","TestEquipment","","","test_get_equipment_details",""
"passed","Tue Apr 09 13:52:39 IST 2024","Tue Apr 09 13:52:46 IST 2024","7945","tests.scenarios.multi_production_protocol.protocol","test_multi_prodcution_protocol","TestMultiProductionProtocol","","","Create Protocol for microbial residue verification for non split","This test case tests API to Create Protocol microbial residue verification for non split when select custom of direct and based on policy for indirect and validate the limits"
"passed","Tue Apr 09 14:19:05 IST 2024","Tue Apr 09 14:19:06 IST 2024","1314","tests.unit.production","test_production","TestProduction","","","Edit/Update production nitrosamine details","This method is used to edit/update the nitrosamine details mapped to a production"
"skipped","Tue Apr 09 14:42:50 IST 2024","Tue Apr 09 14:42:50 IST 2024","0","tests.scenarios","test_limit_equipments","TestLimitsOnEquipments","","","Test SAL of Production on Equipments for Global Recovery Factor in API Facility","This test case tests SAL when Global Recovery Factor and All Criteria in Policy is selected for all production mapped to Equipment in API Facility"
"passed","Tue Apr 09 14:18:15 IST 2024","Tue Apr 09 14:18:18 IST 2024","2768","tests.unit.audit_portal","test_audit_portal","TestAuditPortal","","","Generate cleaning agent limit report","This test case test API to generate cleaning agent limit report using cleaning agent and equipment"
"passed","Tue Apr 09 14:17:35 IST 2024","Tue Apr 09 14:17:38 IST 2024","2976","tests.scenarios.offline_study","test_offline_studys","TestOfflineStudies","","","Residue Type Microbial select have unit EU/ml","This testcase test Api to test that when residue type select is Microbial and target residueis Endotoxin then its unit should be eu/ml"
"passed","Tue Apr 09 13:22:27 IST 2024","Tue Apr 09 13:22:52 IST 2024","24476","tests.scenarios.multi_production_protocol.inspection","test_multi_production_protocol_inspection","TestInspectionMultiProductionProtocol","","","Create Inspection on Equipment & Validate the conductivity Residue Verification conductivity Samples","This test case tests API to create an inspection on equipment and validate the conductivity residue verification conductivity samples"
"failed","Tue Apr 09 14:11:22 IST 2024","Tue Apr 09 14:11:23 IST 2024","1121","tests.scenarios.multi_production_protocol.protocol","test_multi_production_protocol_microbial_policy_absent","TestMicrobialMultiProductionProtocol","","","Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for rinse & non split","This test case tests API to Validate the absent on sample limits of Inspection bioburden Endotoxin residue verification when select zero in microbial policy for rinse & non split"
"passed","Tue Apr 09 14:19:07 IST 2024","Tue Apr 09 14:19:08 IST 2024","837","tests.unit.production","test_production","TestProduction","","","Edit/Update production equipment mapping","This method is used to edit/update the equipment mapped to a production"
